Transaction_ID,Settlement_Amount,Settlement_Date,Settlement_Status
TXN102196,2101.34,2025-03-01,Settled
TXN102197,1441.74,2025-03-02,Settled
TXN102198,2337.38,2025-03-10,Settled
TXN102199,1228.05,2025-02-12,Failed
TXN102200,502.24,2025-03-29,Settled
TXN102201,609.56,2025-05-06,Settled
TXN102202,1629.81,2025-03-08,Settled
TXN102203,112.75,2025-06-20,Settled
TXN102204,1140.01,2025-02-05,Settled
TXN102205,3948.24,2025-05-19,Settled
TXN102206,1211.36,2025-05-13,Settled
TXN102207,598.11,2025-02-23,Settled
TXN102208,4747.95,2025-01-13,"In Progress"
TXN102209,3131.23,2025-05-20,Settled
TXN102210,347.13,2025-01-16,Settled
TXN102211,358.11,2025-02-07,Settled
TXN102212,3080.00,2025-03-16,Settled
TXN102213,2723.64,2025-06-01,Settled
TXN102214,388.46,2025-04-09,Settled
TXN102215,1160.36,2025-01-24,Settled
TXN102216,4648.76,2025-04-26,Settled
TXN102217,2881.45,2025-02-07,Settled
TXN102218,2229.61,2025-04-04,Settled
TXN102219,1288.27,2025-06-12,Settled
TXN102220,711.81,2025-01-21,Settled
TXN102221,2043.03,2025-04-28,"In Progress"
TXN102222,4615.71,2025-05-25,Settled
TXN102223,291.12,2025-03-29,Settled
TXN102224,4955.35,2025-01-27,Settled
TXN102225,1078.67,2025-04-04,Settled
TXN102226,2073.40,2025-05-01,Settled
TXN102227,273.00,2025-03-18,Settled
TXN102228,2944.67,2025-03-08,Settled
TXN102229,2443.60,2025-01-28,Settled
TXN102230,3350.20,2025-02-22,Settled
TXN102231,2736.26,2025-05-30,Settled
TXN102232,2020.98,2025-01-18,Settled
TXN102233,3701.90,2025-02-03,Settled
TXN102234,173.85,2025-05-18,Settled
TXN102235,2728.09,2025-02-07,"In Progress"
TXN102236,613.69,2025-06-10,"In Progress"
TXN102237,2208.24,2025-06-01,Settled
TXN102238,3996.18,2025-01-13,Settled
TXN102239,755.18,2025-05-08,Settled
TXN102240,4682.26,2025-06-16,Settled
TXN102241,4448.10,2025-04-17,Settled
TXN102242,2103.78,2025-06-08,Settled
TXN102243,79.58,2025-05-18,Settled
TXN102244,3959.24,2025-03-01,"In Progress"
TXN102245,4410.43,2025-01-02,Settled
TXN102246,914.95,2025-05-10,Settled
TXN102247,4585.15,2025-01-25,Settled
TXN102248,4574.78,2025-04-04,Settled
TXN102249,2382.89,2025-05-24,Settled
TXN102250,4000.27,2025-05-07,Settled
TXN102251,2252.49,2025-03-25,Failed
TXN102252,2842.03,2025-05-14,Settled
TXN102253,1633.20,2025-04-30,Settled
TXN102254,839.37,2025-01-28,Settled
TXN102255,3745.36,2025-03-11,Settled
TXN102256,56.89,2025-01-01,Settled
TXN102257,2918.79,2025-02-14,Settled
TXN102258,4330.20,2025-04-16,Settled
TXN102259,1145.32,2025-01-14,Settled
TXN102260,1697.85,2025-01-27,Settled
TXN102261,2958.05,2025-06-16,Settled
TXN102262,1272.01,2025-03-19,Settled
TXN102263,4245.06,2025-05-08,Settled
TXN102264,1864.69,2025-01-09,Settled
TXN102265,2928.99,2025-01-22,Settled
TXN102266,1169.30,2025-05-13,Settled
TXN102267,248.03,2025-06-12,Settled
TXN102268,909.82,2025-06-05,Settled
TXN102269,278.68,2025-04-04,Settled
TXN102270,2369.59,2025-05-17,"In Progress"
TXN102271,2953.86,2025-04-23,Settled
TXN102272,271.14,2025-06-24,Settled
TXN102273,497.89,2025-03-31,Settled
TXN102274,2453.35,2025-03-26,Settled
TXN102275,4005.94,2025-03-22,"In Progress"
TXN102276,3119.12,2025-06-11,Settled
TXN102278,4443.33,2025-04-19,Settled
TXN102279,4591.38,2025-01-11,Settled
TXN102280,1658.54,2025-03-19,Settled
TXN102281,3099.29,2025-04-02,Failed
TXN102282,2487.02,2025-04-16,Settled
TXN102283,4713.02,2025-02-06,Settled
TXN102284,2568.31,2025-02-28,Settled
TXN102285,4801.83,2025-03-24,Settled
TXN102286,1036.75,2025-05-06,Settled
TXN102287,1760.41,2025-02-09,Settled
TXN102288,3917.66,2025-06-21,Settled
TXN102289,3928.87,2025-04-23,Settled
TXN102290,3674.31,2025-03-15,Settled
TXN102291,4305.08,2025-06-13,Settled
TXN102292,3527.60,2025-03-21,Settled
TXN102293,3198.62,2025-01-15,Settled
TXN102294,2321.68,2025-03-23,Settled
TXN102295,2362.08,2025-01-06,Settled
TXN102296,2060.50,2025-02-11,Settled
TXN102297,3120.05,2025-04-19,Settled
TXN102298,2062.99,2025-04-22,Settled
TXN102299,780.10,2025-04-17,Failed
TXN102300,577.32,2025-03-28,Settled
TXN102301,4597.28,2025-04-03,Settled
TXN102303,572.06,2025-04-21,Settled
TXN102304,2254.26,2025-01-31,Settled
TXN102305,1351.49,2025-04-01,Settled
TXN102306,2058.95,2025-02-04,Settled
TXN102307,631.36,2025-01-27,Settled
TXN102308,697.99,2025-06-11,Settled
TXN102309,4013.26,2025-01-25,Settled
TXN102310,3807.59,2025-03-10,Settled
TXN102311,566.05,2025-03-26,Settled
TXN102312,3355.56,2025-03-16,Settled
TXN102313,3066.09,2025-04-30,Settled
TXN102314,3535.08,2025-05-14,Settled
TXN102315,2398.52,2025-04-15,Settled
TXN102316,1386.43,2025-02-16,Settled
TXN102317,3335.21,2025-02-25,"In Progress"
TXN102318,1888.22,2025-06-15,Settled
TXN102319,1133.82,2025-06-03,Settled
TXN102320,2072.71,2025-01-28,Settled
TXN102321,3828.19,2025-03-12,Settled
TXN102322,2405.18,2025-05-09,Settled
TXN102323,1534.33,2025-06-18,Settled
TXN102324,4167.75,2025-04-27,Settled
TXN102325,4414.14,2025-06-25,Settled
TXN102326,2194.59,2025-04-15,Settled
TXN102327,1904.71,2025-03-26,Failed
TXN102328,3082.86,2025-05-09,Settled
TXN102329,336.97,2025-03-22,Settled
TXN102330,3472.05,2025-03-25,Settled
TXN102331,3922.32,2025-05-25,Settled
TXN102332,2017.34,2025-06-04,Settled
TXN102333,914.35,2025-02-13,Settled
TXN102334,192.65,2025-06-18,Settled
TXN102335,3204.37,2025-01-04,Settled
TXN102336,1381.52,2025-06-10,Settled
TXN102337,2346.25,2025-05-09,Settled
TXN102338,1962.46,2025-01-11,Settled
TXN102339,915.68,2025-05-16,Settled
TXN102340,2566.42,2025-02-27,Settled
TXN102341,2324.99,2025-03-01,Settled
TXN102342,3139.53,2025-01-30,Settled
TXN102343,1296.83,2025-02-21,Settled
TXN102344,1112.46,2025-02-09,Settled
TXN102345,4081.01,2025-05-11,Settled
TXN102346,3525.85,2025-06-08,Settled
TXN102348,660.28,2025-03-05,Settled
TXN102349,1159.00,2025-04-15,Settled
TXN102350,2898.88,2025-03-09,Settled
TXN102351,4293.15,2025-03-13,Settled
TXN102353,4167.95,2025-06-13,Settled
TXN102354,264.82,2025-01-02,"In Progress"
TXN102355,4113.35,2025-05-11,Settled
TXN102356,4500.50,2025-06-24,Settled
TXN102357,330.91,2025-05-08,Settled
TXN102358,2110.59,2025-04-05,Settled
TXN102359,2706.22,2025-01-10,Settled
TXN102360,1202.11,2025-06-03,Settled
TXN102361,2607.59,2025-04-29,Settled
TXN102362,4435.48,2025-01-02,Settled
TXN102363,4341.37,2025-01-14,Settled
TXN102364,4702.19,2025-01-02,Settled
TXN102365,2446.34,2025-03-03,Settled
TXN102366,2090.51,2025-02-28,"In Progress"
TXN102367,3345.65,2025-01-18,Settled
TXN102368,2112.96,2025-04-01,Settled
TXN102369,257.63,2025-05-17,Settled
TXN102370,3613.61,2025-03-01,Settled
TXN102371,1440.87,2025-02-22,Settled
TXN102372,292.97,2025-04-06,Settled
TXN102373,152.07,2025-05-19,Settled
TXN102374,4660.24,2025-05-29,Settled
TXN102375,1297.78,2025-04-07,Settled
TXN102376,2267.10,2025-04-07,Settled
TXN102377,4755.35,2025-05-26,Settled
TXN102378,2364.21,2025-06-01,Settled
TXN102379,439.12,2025-05-20,Settled
TXN102380,2782.08,2025-05-08,Settled
TXN102381,486.58,2025-01-06,"In Progress"
TXN102382,520.68,2025-01-07,Settled
TXN102383,4264.81,2025-05-02,Settled
TXN102384,1482.64,2025-01-18,Settled
TXN102385,3409.42,2025-03-27,Settled
TXN102386,2569.18,2025-03-04,Settled
TXN102387,1150.52,2025-02-06,Settled
TXN102388,2613.21,2025-02-20,Settled
TXN102389,357.35,2025-01-20,Settled
TXN102390,1768.70,2025-06-13,Settled
TXN102391,2638.04,2025-06-06,Settled
TXN102392,1180.55,2025-02-12,Settled
TXN102393,3317.93,2025-04-18,Settled
TXN102394,306.47,2025-05-08,Settled
TXN102395,2449.81,2025-01-21,Settled
TXN102396,3589.23,2025-03-07,Failed
TXN102397,2178.23,2025-04-18,Settled
TXN102398,4379.20,2025-06-06,Settled
TXN102399,3179.35,2025-01-19,Settled
TXN102400,4794.54,2025-06-11,Settled
TXN102402,4697.01,2025-05-16,Settled
TXN102403,3053.77,2025-05-26,Settled
TXN102404,3738.64,2025-01-04,Settled
TXN102405,4515.70,2025-05-26,Settled
TXN102406,2778.43,2025-04-21,Settled
TXN102407,4317.79,2025-02-17,Settled
TXN102408,2731.40,2025-01-08,Settled
TXN102409,3016.03,2025-01-19,Settled
TXN102410,2253.24,2025-04-28,Settled
TXN102412,2789.84,2025-06-01,Settled
TXN102413,4888.37,2025-05-07,Settled
TXN102414,3946.57,2025-02-18,Settled
TXN102415,3750.12,2025-04-30,Settled
TXN102416,3234.38,2025-05-24,Settled
TXN102417,1772.15,2025-02-23,Settled
TXN102418,889.60,2025-03-06,Settled
TXN102419,1161.53,2025-02-14,Settled
TXN102420,81.29,2025-01-15,Settled
TXN102421,3383.73,2025-01-09,Settled
TXN102422,4068.79,2025-06-19,Settled
TXN102423,1381.11,2025-03-23,Settled
TXN102424,504.66,2025-01-04,Settled
TXN102425,1711.85,2025-06-19,Settled
TXN102426,1495.65,2025-05-08,Settled
TXN102427,2281.84,2025-05-15,Settled
TXN102428,1357.31,2025-02-19,Settled
TXN102429,1731.68,2025-05-09,Settled
TXN102430,4542.40,2025-05-26,Settled
TXN102431,1707.43,2025-05-15,Settled
TXN102432,3938.31,2025-05-14,Settled
TXN102433,3147.88,2025-06-11,Settled
TXN102434,1723.36,2025-02-12,"In Progress"
TXN102435,4098.05,2025-05-29,Settled
TXN102436,2995.63,2025-04-24,Settled
TXN102437,92.66,2025-03-28,Settled
TXN102438,439.66,2025-05-09,Settled
TXN102439,3775.57,2025-02-12,Settled
TXN102440,2260.31,2025-06-12,Settled
TXN102441,2057.26,2025-03-02,Settled
TXN102442,771.84,2025-05-27,Settled
TXN102443,828.73,2025-02-23,Settled
TXN102444,3998.87,2025-03-04,Settled
TXN102445,4153.63,2025-06-19,Settled
TXN102446,2822.01,2025-01-06,Settled
TXN102447,1510.88,2025-04-05,Settled
TXN102448,4666.87,2025-05-04,Settled
TXN102449,3138.61,2025-06-21,Settled
TXN102450,3993.38,2025-01-14,Settled
TXN102451,66.25,2025-01-16,Settled
TXN102452,2279.08,2025-05-01,Settled
TXN102453,4361.20,2025-03-01,Settled
TXN102454,1724.25,2025-06-06,Settled
TXN102456,3270.45,2025-04-13,Settled
TXN102457,803.48,2025-04-16,Settled
TXN102458,3885.77,2025-03-24,Settled
TXN102459,607.01,2025-03-02,Settled
TXN102460,3653.17,2025-04-07,Settled
TXN102461,4955.29,2025-04-04,Settled
TXN102462,4792.01,2025-01-14,Settled
TXN102463,4011.20,2025-06-08,Settled
TXN102464,2695.86,2025-01-18,Settled
TXN102465,3390.38,2025-01-04,Settled
TXN102466,3654.14,2025-06-13,Settled
TXN102467,91.59,2025-03-18,Settled
TXN102468,556.71,2025-02-22,Settled
TXN102469,3005.44,2025-01-10,Settled
TXN102470,82.35,2025-04-11,Settled
TXN102471,4549.08,2025-05-07,Settled
TXN102472,2473.83,2025-03-01,Settled
TXN102473,1325.95,2025-01-04,Settled
TXN102474,1999.41,2025-05-18,Settled
TXN102475,4261.34,2025-04-18,Settled
TXN102476,4639.60,2025-06-17,Settled
TXN102477,625.36,2025-01-28,Settled
TXN102478,3900.91,2025-04-01,Settled
TXN102479,2912.22,2025-01-06,Settled
TXN102480,2948.24,2025-01-23,Settled
TXN102481,3908.29,2025-04-15,Settled
TXN102482,1153.08,2025-03-22,Settled
TXN102483,2678.67,2025-03-06,Settled
TXN102484,1630.80,2025-03-08,Failed
TXN102485,517.84,2025-04-18,Settled
TXN102486,570.14,2025-05-05,Settled
TXN102487,725.53,2025-02-15,Settled
TXN102488,3093.75,2025-06-05,Settled
TXN102489,573.86,2025-02-28,Settled
TXN102490,2872.01,2025-02-17,Settled
TXN102491,2962.07,2025-06-03,Settled
TXN102492,4524.29,2025-03-30,"In Progress"
TXN102493,3150.56,2025-04-08,Settled
TXN102494,4928.66,2025-02-26,Settled
TXN102496,3535.52,2025-01-28,"In Progress"
TXN102497,181.08,2025-01-29,Settled
TXN102498,3660.42,2025-01-13,Settled
TXN102499,1959.96,2025-05-08,Settled
TXN102500,3075.97,2025-04-13,Settled
TXN102501,1582.21,2025-05-28,Settled
TXN102502,837.57,2025-04-29,Settled
TXN102503,3631.39,2025-05-30,Settled
TXN102504,4527.87,2025-01-13,Settled
TXN102505,958.73,2025-03-13,"In Progress"
TXN102506,4607.48,2025-05-07,Settled
TXN102507,743.90,2025-04-16,Settled
TXN102508,3691.53,2025-03-10,Settled
TXN102509,4799.25,2025-03-10,Settled
TXN102510,779.49,2025-04-08,Settled
TXN102511,2203.70,2025-05-06,Settled
TXN102512,1720.41,2025-02-18,Settled
TXN102513,1972.96,2025-05-06,Settled
TXN102514,3778.04,2025-04-08,Settled
TXN102515,3322.89,2025-01-11,Settled
TXN102516,4845.00,2025-05-15,Settled
TXN102517,968.12,2025-05-24,Settled
TXN102518,2739.14,2025-01-18,Settled
TXN102519,2273.17,2025-04-25,Settled
TXN102520,4598.34,2025-05-04,Settled
TXN102521,102.57,2025-02-19,Settled
TXN102522,4946.39,2025-04-12,Settled
TXN102523,2424.68,2025-05-16,Settled
TXN102524,3146.42,2025-03-10,Settled
TXN102525,1832.26,2025-02-24,Settled
TXN102526,4270.01,2025-02-12,Settled
TXN102527,2831.84,2025-04-01,Settled
TXN102528,3330.91,2025-05-01,Settled
TXN102529,3262.08,2025-01-21,Settled
TXN102530,1851.71,2025-06-24,Settled
TXN102531,426.16,2025-06-20,Settled
TXN102532,4048.15,2025-06-14,Settled
TXN102533,1484.09,2025-03-18,Settled
TXN102534,4252.20,2025-02-28,"In Progress"
TXN102535,3062.78,2025-05-21,Settled
TXN102536,1764.61,2025-06-23,Settled
TXN102537,2991.52,2025-02-01,Settled
TXN102538,3245.19,2025-03-08,Failed
TXN102539,3548.08,2025-04-22,Settled
TXN102540,4120.57,2025-05-31,Settled
TXN102541,840.79,2025-04-23,Settled
TXN102542,4723.51,2025-06-03,Settled
TXN102543,2083.66,2025-03-12,Failed
TXN102544,4309.23,2025-01-10,Settled
TXN102545,1141.37,2025-05-13,"In Progress"
TXN102546,193.69,2025-04-28,Settled
TXN102547,2888.05,2025-02-19,Settled
TXN102548,1657.10,2025-05-06,Settled
TXN102549,4923.09,2025-04-26,Settled
TXN102550,567.04,2025-01-25,Settled
TXN102551,284.15,2025-04-27,Failed
TXN102552,272.84,2025-02-08,Settled
TXN102553,1123.52,2025-06-15,Settled
TXN102554,2917.00,2025-05-02,Settled
TXN102555,2597.18,2025-01-15,Settled
TXN102556,1782.88,2025-06-09,Settled
TXN102557,489.53,2025-03-05,Settled
TXN102558,1207.00,2025-02-21,Settled
TXN102559,961.53,2025-04-09,Settled
TXN102560,3741.05,2025-01-24,Settled
TXN102561,3910.73,2025-06-17,Settled
TXN102562,3896.22,2025-05-03,Settled
TXN102563,4846.75,2025-06-18,Settled
TXN102564,4426.98,2025-04-24,Settled
TXN102565,2514.13,2025-03-31,Settled
TXN102566,2103.93,2025-04-11,Failed
TXN102567,4583.05,2025-02-10,Settled
TXN102568,3075.56,2025-01-23,Settled
TXN102569,1542.04,2025-01-19,Settled
TXN102570,2844.10,2025-06-23,Settled
TXN102571,4961.14,2025-05-19,Settled
TXN102572,4254.88,2025-02-20,Settled
TXN102573,1442.33,2025-02-16,Settled
TXN102574,4767.12,2025-01-18,Settled
TXN102575,4908.24,2025-04-02,Settled
TXN102576,1194.28,2025-06-17,Settled
TXN102578,4421.85,2025-02-01,Settled
TXN102579,246.78,2025-06-20,Settled
TXN102580,3364.96,2025-06-14,Settled
TXN102581,1561.14,2025-06-17,Settled
TXN102582,3389.33,2025-06-28,Settled
TXN102583,4572.12,2025-05-24,Settled
TXN102584,2518.96,2025-06-24,Settled
TXN102585,2101.34,2025-05-13,Settled
TXN102586,4611.58,2025-04-18,Settled
TXN102587,4871.87,2025-03-30,Settled
TXN102588,358.07,2025-02-25,Settled
TXN102589,4618.10,2025-04-30,Settled
TXN102590,459.70,2025-04-26,Settled
TXN102591,1719.57,2025-05-19,Settled
TXN102592,3824.74,2025-02-09,Settled
TXN102593,3896.33,2025-01-10,Settled
TXN102594,3642.82,2025-05-03,Settled
TXN102595,243.61,2025-04-11,Settled
TXN102596,708.18,2025-05-16,Settled
TXN102597,4684.27,2025-05-05,Failed
TXN102598,453.23,2025-04-11,Settled
TXN102599,438.80,2025-06-06,Settled
TXN102600,4186.45,2025-06-10,"In Progress"
TXN102601,3224.27,2025-04-01,Settled
TXN102602,1790.70,2025-02-15,Settled
TXN102603,870.27,2025-03-12,Settled
TXN102604,4426.64,2025-01-23,Settled
TXN102605,4943.26,2025-06-27,Settled
TXN102606,297.36,2025-04-30,"In Progress"
TXN102607,2792.86,2025-04-01,"In Progress"
TXN102608,1343.45,2025-01-05,Settled
TXN102609,4170.31,2025-06-19,Settled
TXN102611,3587.41,2025-05-19,"In Progress"
TXN102612,2720.64,2025-03-14,Settled
TXN102613,2730.54,2025-04-19,Settled
TXN102614,4297.10,2025-05-09,Settled
TXN102615,2378.50,2025-06-21,Settled
TXN102616,4235.72,2025-03-21,Failed
TXN102617,1848.96,2025-03-19,Settled
TXN102618,915.18,2025-02-09,Settled
TXN102619,2304.61,2025-03-05,Settled
TXN102620,2516.86,2025-05-25,Settled
TXN102621,2418.00,2025-03-14,Settled
TXN102622,4051.24,2025-04-25,Settled
TXN102623,2845.16,2025-06-09,Settled
TXN102624,4447.80,2025-02-11,Settled
TXN102625,2595.22,2025-01-07,Settled
TXN102626,1162.34,2025-06-16,Settled
TXN102627,691.00,2025-05-23,Settled
TXN102628,4348.40,2025-05-12,Settled
TXN102629,328.06,2025-05-20,Settled
TXN102630,632.17,2025-03-01,Settled
TXN102631,365.11,2025-02-24,Failed
TXN102632,2147.48,2025-06-15,Settled
TXN102633,2686.45,2025-04-23,Settled
TXN102634,148.38,2025-02-10,Settled
TXN102635,2602.15,2025-05-08,Settled
TXN102636,1999.11,2025-05-11,Settled
TXN102637,3830.14,2025-06-17,"In Progress"
TXN102638,4158.29,2025-05-19,Settled
TXN102639,3440.59,2025-04-26,Settled
TXN102640,2393.80,2025-03-11,Settled
TXN102641,1119.94,2025-03-01,Settled
TXN102642,4243.22,2025-06-20,Settled
TXN102643,1741.26,2025-04-13,Failed
TXN102644,1813.64,2025-02-10,Settled
TXN102645,4584.26,2025-02-05,"In Progress"
TXN102646,4879.21,2025-06-01,Settled
TXN102647,4495.75,2025-02-26,Settled
TXN102648,4991.26,2025-02-24,Settled
TXN102649,4351.10,2025-04-20,Settled
TXN102650,3536.57,2025-05-06,Failed
TXN102651,1504.41,2025-04-17,Settled
TXN102652,4767.14,2025-02-11,Settled
TXN102653,4389.30,2025-05-09,"In Progress"
TXN102654,1241.70,2025-03-25,Settled
TXN102655,2471.35,2025-01-09,Settled
TXN102656,396.78,2025-04-05,Settled
TXN102657,4768.88,2025-06-04,Settled
TXN102658,2885.20,2025-05-30,Settled
TXN102659,1263.74,2025-06-24,Settled
TXN102660,1497.38,2025-06-14,Settled
TXN102661,4904.25,2025-06-19,Settled
TXN102662,3097.29,2025-01-25,Settled
TXN102663,2132.38,2025-01-03,"In Progress"
TXN102665,537.82,2025-01-03,Settled
TXN102666,421.36,2025-05-01,Settled
TXN102667,2983.90,2025-02-14,Settled
TXN102668,2584.42,2025-05-03,Settled
TXN102669,1827.81,2025-05-04,Settled
TXN102670,2852.26,2025-02-06,Settled
TXN102671,409.75,2025-02-03,Settled
TXN102672,4722.76,2025-04-21,Settled
TXN102673,1503.87,2025-04-05,Settled
TXN102674,405.31,2025-05-10,Failed
TXN102675,889.05,2025-03-14,Settled
TXN102676,522.60,2025-04-04,Settled
TXN102677,934.09,2025-03-30,Settled
TXN102678,2112.93,2025-01-29,Settled
TXN102679,3703.35,2025-01-14,Settled
TXN102680,1398.12,2025-01-28,Failed
TXN102681,2207.84,2025-05-16,Settled
TXN102682,4647.35,2025-02-08,Settled
TXN102683,1514.32,2025-02-12,Failed
TXN102684,3983.86,2025-02-06,Settled
TXN102685,831.19,2025-01-27,Settled
TXN102686,932.69,2025-03-14,Settled
TXN102688,1208.81,2025-03-18,Settled
TXN102689,4519.99,2025-02-10,Settled
TXN102690,301.22,2025-05-28,Settled
TXN102692,3040.94,2025-05-24,Settled
TXN102693,376.83,2025-06-02,"In Progress"
TXN102694,3676.19,2025-03-08,"In Progress"
TXN102695,2371.04,2025-05-09,Settled
TXN102696,3629.21,2025-02-25,"In Progress"
TXN102697,4143.28,2025-05-08,Settled
TXN102698,1648.35,2025-01-15,Settled
TXN102699,2448.21,2025-03-16,Settled
TXN102700,1340.77,2025-05-01,"In Progress"
TXN102701,1047.49,2025-03-24,Settled
TXN102702,52.94,2025-01-10,Failed
TXN102703,4819.98,2025-03-13,Settled
TXN102704,2232.60,2025-05-01,Settled
TXN102705,114.70,2025-01-07,Settled
TXN102706,94.25,2025-02-27,Settled
TXN102707,1477.35,2025-05-20,Failed
TXN102708,118.99,2025-02-25,Settled
TXN102709,1903.85,2025-01-23,Settled
TXN102710,361.55,2025-03-31,Settled
TXN102711,244.30,2025-06-17,Settled
TXN102712,3363.44,2025-04-04,Settled
TXN102713,4538.86,2025-04-17,Settled
TXN102714,2076.46,2025-05-08,Settled
TXN102715,4192.01,2025-02-02,Settled
TXN102716,194.86,2025-06-28,Settled
TXN102718,360.86,2025-04-18,Settled
TXN102719,4200.28,2025-04-10,Settled
TXN102720,4417.71,2025-04-26,Settled
TXN102721,3940.57,2025-04-17,Settled
TXN102722,4112.71,2025-05-11,Settled
TXN102723,2829.35,2025-02-04,Settled
TXN102724,1361.18,2025-05-26,Settled
TXN102725,3233.99,2025-01-30,Settled
TXN102726,2225.73,2025-02-26,Settled
TXN102727,76.42,2025-01-19,Settled
TXN102728,2410.29,2025-02-03,Settled
TXN102729,3273.38,2025-05-12,Settled
TXN102730,118.72,2025-01-24,"In Progress"
TXN102731,3125.73,2025-03-12,Settled
TXN102732,3280.03,2025-03-22,Settled
TXN102733,832.63,2025-02-16,Settled
TXN102734,2183.82,2025-04-24,Settled
TXN102735,4823.45,2025-01-24,Settled
TXN102736,4426.74,2025-01-16,Settled
TXN102737,2083.57,2025-01-25,Settled
TXN102738,1781.74,2025-03-24,Settled
TXN102739,664.20,2025-06-03,Settled
TXN102740,224.19,2025-06-10,Settled
TXN102741,1557.62,2025-03-19,Settled
TXN102742,4704.40,2025-04-05,Settled
TXN102743,4795.14,2025-01-19,"In Progress"
TXN102744,4071.97,2025-06-07,Settled
TXN102745,1786.58,2025-02-24,Settled
TXN102746,760.95,2025-06-03,Failed
TXN102747,2997.89,2025-03-13,"In Progress"
TXN102748,3250.20,2025-03-27,Settled
TXN102749,2151.64,2025-06-04,Settled
TXN102750,3473.65,2025-04-08,Settled
TXN102751,3746.08,2025-03-18,Settled
TXN102752,3926.16,2025-05-08,Settled
TXN102753,2536.38,2025-03-30,Settled
TXN102754,3968.62,2025-04-07,Settled
TXN102756,3418.00,2025-02-10,Settled
TXN102757,1216.39,2025-06-04,Settled
TXN102758,1389.08,2025-04-03,Settled
TXN102759,501.94,2025-02-26,Settled
TXN102760,1002.34,2025-04-26,Settled
TXN102762,2106.18,2025-02-08,Settled
TXN102763,4642.44,2025-05-24,Settled
TXN102764,856.35,2025-02-04,Settled
TXN102765,1060.09,2025-06-23,Settled
TXN102767,1780.19,2025-05-23,Settled
TXN102768,3237.38,2025-01-27,Failed
TXN102769,2139.13,2025-03-30,Settled
TXN102770,4067.41,2025-02-02,Settled
TXN102771,2186.22,2025-03-17,Failed
TXN102772,2883.13,2025-01-10,Settled
TXN102773,1639.31,2025-06-19,Settled
TXN102774,3535.00,2025-06-14,"In Progress"
TXN102776,2047.74,2025-01-12,Settled
TXN102777,1416.36,2025-03-12,Settled
TXN102778,3089.82,2025-01-20,"In Progress"
TXN102779,4718.60,2025-02-03,Settled
TXN102780,706.58,2025-04-05,Settled
TXN102781,4005.63,2025-05-14,Settled
TXN102782,2737.81,2025-02-11,Settled
TXN102783,2651.52,2025-01-04,Settled
TXN102784,4810.34,2025-05-24,Settled
TXN102785,3049.08,2025-02-01,Settled
TXN102787,2596.66,2025-06-05,Settled
TXN102788,1286.77,2025-06-25,Settled
TXN102789,3438.70,2025-05-08,Settled
TXN102790,4619.73,2025-03-08,Settled
TXN102791,4214.09,2025-04-01,Settled
TXN102792,1031.90,2025-04-30,Settled
TXN102793,1618.60,2025-02-20,Settled
TXN102794,2608.56,2025-06-18,Settled
TXN102795,2879.44,2025-04-03,Settled
TXN102796,1009.38,2025-01-13,Settled
TXN102797,1188.56,2025-06-22,Settled
TXN102798,3806.21,2025-03-05,Settled
TXN102799,3665.07,2025-02-21,Settled
TXN102800,4204.08,2025-03-16,Settled
TXN102801,4668.00,2025-05-16,Settled
TXN102802,1575.89,2025-04-18,Settled
TXN102803,4335.65,2025-06-14,Settled
TXN102804,3346.76,2025-06-06,Settled
TXN102805,4815.70,2025-05-18,Settled
TXN102806,1396.77,2025-02-16,Settled
TXN102807,1384.87,2025-06-16,Settled
TXN102808,3536.25,2025-03-12,Settled
TXN102809,4645.63,2025-04-12,Settled
TXN102810,4131.55,2025-03-31,Settled
TXN102811,3648.85,2025-05-10,Settled
TXN102812,1967.18,2025-04-09,Settled
TXN102813,3602.95,2025-05-19,Settled
TXN102814,4015.42,2025-04-24,Settled
TXN102815,3778.76,2025-06-01,Settled
TXN102816,3400.21,2025-01-29,Settled
TXN102817,283.30,2025-02-22,Settled
TXN102818,3315.59,2025-05-13,Settled
TXN102819,2417.56,2025-01-24,"In Progress"
TXN102820,4809.77,2025-03-19,"In Progress"
TXN102821,3055.59,2025-03-22,Settled
TXN102822,3060.72,2025-02-08,Settled
TXN102823,4970.57,2025-06-21,Settled
TXN102824,513.26,2025-03-06,Settled
TXN102825,1417.77,2025-05-20,Settled
TXN102826,3297.59,2025-03-21,"In Progress"
TXN102827,1610.42,2025-02-05,Settled
TXN102828,1763.44,2025-01-03,Settled
TXN102829,4468.59,2025-06-29,Settled
TXN102830,2917.80,2025-02-09,"In Progress"
TXN102831,559.18,2025-05-03,Settled
TXN102832,1588.77,2025-03-10,Settled
TXN102833,426.49,2025-02-01,Settled
TXN102834,2802.84,2025-01-17,Settled
TXN102835,907.68,2025-03-13,Settled
TXN102836,4292.72,2025-05-27,Settled
TXN102837,2907.70,2025-02-25,Settled
TXN102838,343.91,2025-02-17,Settled
TXN102839,1539.33,2025-02-10,Settled
TXN102840,3100.87,2025-01-16,Settled
TXN102842,2590.22,2025-05-11,Settled
TXN102843,4551.34,2025-01-24,Settled
TXN102844,1782.68,2025-04-17,Settled
TXN102845,1712.57,2025-06-03,Failed
TXN102846,4107.80,2025-01-27,Failed
TXN102847,1627.84,2025-02-06,Settled
TXN102848,435.89,2025-03-16,Settled
TXN102849,945.68,2025-04-08,Failed
TXN102850,4746.56,2025-04-27,Settled
