Transaction_ID,Settlement_Amount,Settlement_Date,Settlement_Status
TXN103344,4962.44,2025-03-07,Settled
TXN103345,1491.38,2025-04-05,Settled
TXN103346,1122.23,2025-04-07,Settled
TXN103347,2446.52,2025-02-12,Settled
TXN103348,1649.58,2025-05-06,Settled
TXN103349,4623.95,2025-02-21,Settled
TXN103350,2228.38,2025-01-02,Settled
TXN103351,2080.24,2025-01-08,Settled
TXN103352,3148.02,2025-05-12,Settled
TXN103353,451.52,2025-05-06,Settled
TXN103354,3795.83,2025-02-28,Settled
TXN103356,2396.43,2025-03-06,Settled
TXN103357,4780.7,2025-05-08,Settled
TXN103358,2917.73,2025-01-29,Failed
TXN103359,3491.42,2025-02-13,In Progress
TXN103360,4625.51,2025-02-07,Settled
TXN103361,3348.41,2025-05-26,Settled
TXN103362,2187.54,2025-05-19,Settled
TXN103363,172.62,2025-01-05,Settled
TXN103364,3655.08,2025-05-15,Settled
TXN103365,4826.09,2025-02-06,Settled
TXN103366,2377.66,2025-06-12,Failed
TXN103367,1731.85,2025-06-10,Failed
TXN103368,2620.33,2025-05-25,Failed
TXN103369,3655.76,2025-03-01,Settled
TXN103370,53.42,2025-06-24,Settled
TXN103371,4441.7,2025-05-25,Settled
TXN103372,4437.5,2025-04-13,Settled
TXN103373,2729.42,2025-03-18,Failed
TXN103374,655.77,2025-01-03,Settled
TXN103375,3375.44,2025-06-14,Settled
TXN103376,732.34,2025-06-23,Settled
TXN103377,2562.36,2025-06-11,Settled
TXN103378,513.47,2025-04-09,Settled
TXN103379,2965.87,2025-02-08,Settled
TXN103380,1624.44,2025-01-12,Settled
TXN103381,4163.41,2025-06-05,Settled
TXN103382,4009.73,2025-06-16,Settled
TXN103384,1324.64,2025-06-16,Settled
TXN103385,355.92,2025-04-23,Settled
TXN103386,2242.87,2025-06-15,Settled
TXN103387,462.85,2025-04-01,Settled
TXN103388,933.57,2025-05-05,Settled
TXN103390,2981.05,2025-02-25,Settled
TXN103391,264.47,2025-05-03,Settled
TXN103392,2242.38,2025-02-03,Settled
TXN103393,2674.58,2025-06-05,Settled
TXN103394,1376.72,2025-03-03,Settled
TXN103395,4366.61,2025-02-15,Settled
TXN103396,847.44,2025-06-04,Settled
TXN103397,1306.81,2025-03-14,In Progress
TXN103398,827.12,2025-04-03,Settled
TXN103399,626.91,2025-02-21,Settled
TXN103400,4400.95,2025-04-13,Settled
TXN103401,1425.4,2025-05-10,Settled
TXN103402,3626.49,2025-03-22,In Progress
TXN103403,2168.51,2025-02-05,Settled
TXN103404,3197.57,2025-05-31,Settled
TXN103405,4644.47,2025-01-01,Settled
TXN103406,4230.81,2025-03-06,Settled
TXN103407,391.48,2025-03-08,Settled
TXN103408,4233.75,2025-03-28,Settled
TXN103409,2286.53,2025-06-05,Settled
TXN103410,1783.22,2025-04-03,Settled
TXN103411,3378.32,2025-06-09,Settled
TXN103412,4753.53,2025-04-29,Settled
TXN103413,515.97,2025-01-23,Settled
TXN103414,3851.98,2025-06-24,Settled
TXN103415,1057.36,2025-06-24,Settled
TXN103416,1931.67,2025-02-15,Settled
TXN103417,4375.42,2025-04-27,In Progress
TXN103419,383.91,2025-06-10,Settled
TXN103420,2564.84,2025-04-29,Settled
TXN103421,3958.73,2025-05-02,Settled
TXN103422,2667.96,2025-06-19,Settled
TXN103423,876.1,2025-02-07,Settled
TXN103424,2252.95,2025-06-11,Settled
TXN103425,4625.51,2025-06-26,Settled
TXN103426,3308.11,2025-06-05,Settled
TXN103427,3662.94,2025-05-16,Settled
TXN103428,3940.39,2025-06-26,Settled
TXN103429,498.93,2025-05-13,Settled
TXN103430,2928.61,2025-06-08,In Progress
TXN103431,1910.78,2025-02-22,Settled
TXN103432,738.84,2025-02-04,In Progress
TXN103433,1053.41,2025-04-09,Settled
TXN103434,3916.74,2025-05-13,Settled
TXN103435,849.37,2025-06-10,Settled
TXN103436,1596.47,2025-01-13,Settled
TXN103437,1460.12,2025-06-02,Settled
TXN103438,290.72,2025-04-17,Settled
TXN103439,2337.68,2025-01-24,Settled
TXN103440,3841.35,2025-01-11,Settled
TXN103441,159.66,2025-03-24,Settled
TXN103442,607.13,2025-01-11,Settled
TXN103443,3614.92,2025-04-07,Settled
TXN103444,2988.23,2025-01-30,Settled
TXN103445,3590.48,2025-05-22,Settled
TXN103446,1189.01,2025-03-06,In Progress
TXN103447,4028.66,2025-04-05,Settled
TXN103448,2425.36,2025-03-08,Settled
TXN103449,3070.99,2025-04-17,Settled
TXN103450,506.16,2025-06-02,Settled
TXN103451,1064.91,2025-06-02,Settled
TXN103452,3878.12,2025-02-20,Settled
TXN103453,1158.35,2025-01-18,Settled
TXN103454,508.02,2025-02-13,Settled
TXN103455,3006.16,2025-02-27,Settled
TXN103456,2762.29,2025-02-23,Settled
TXN103457,3059.07,2025-02-03,Settled
TXN103458,3110.61,2025-05-22,Settled
TXN103459,2525.98,2025-04-19,Settled
TXN103460,2494.18,2025-02-13,Settled
TXN103461,4624.62,2025-06-04,Settled
TXN103462,2692.71,2025-03-05,Settled
TXN103464,1371.5,2025-02-12,Settled
TXN103465,4361.91,2025-05-10,Settled
TXN103466,170.62,2025-02-23,Settled
TXN103467,2808.27,2025-02-01,Settled
TXN103468,1950.06,2025-02-06,Settled
TXN103469,3039.33,2025-04-08,Settled
TXN103470,1832.85,2025-05-02,Failed
TXN103471,3602.56,2025-02-03,Settled
TXN103472,150.64,2025-06-10,Settled
TXN103473,2059.15,2025-06-01,Settled
TXN103474,4164.75,2025-06-10,Settled
TXN103475,1288.49,2025-01-26,Failed
TXN103476,311.12,2025-02-10,In Progress
TXN103477,2507.79,2025-04-10,Settled
TXN103478,4883.84,2025-02-10,Settled
TXN103479,367.58,2025-01-06,Settled
TXN103480,396.78,2025-02-26,Settled
TXN103481,2995.83,2025-05-25,Settled
TXN103482,1287.84,2025-03-29,Settled
TXN103483,2080.64,2025-01-16,Settled
TXN103484,4161.01,2025-02-13,Settled
TXN103485,1034.3,2025-01-24,Failed
TXN103486,3610.53,2025-05-08,Settled
TXN103487,2547.2,2025-03-29,Settled
TXN103488,4529.54,2025-03-31,Settled
TXN103490,2450.56,2025-04-02,Settled
TXN103491,2972.63,2025-05-28,Settled
TXN103492,3741.92,2025-04-03,Settled
TXN103493,1627.44,2025-04-08,Settled
TXN103494,1172.36,2025-02-20,Settled
TXN103495,4825.19,2025-02-23,Settled
TXN103496,2191.45,2025-06-05,In Progress
TXN103497,57.87,2025-04-21,Settled
TXN103498,4196.71,2025-06-09,Settled
TXN103499,3018.34,2025-05-29,Settled
TXN103500,884.36,2025-03-02,Settled
TXN103501,199.19,2025-06-12,Settled
TXN103502,1492.84,2025-01-22,Settled
TXN103503,4643.04,2025-04-27,In Progress
TXN103504,4670.78,2025-02-26,Settled
TXN103505,1589.47,2025-04-03,Settled
TXN103506,4187.86,2025-05-27,Settled
TXN103507,2237.13,2025-01-18,Settled
TXN103508,3289.01,2025-02-25,Settled
TXN103509,1705.5,2025-01-18,Settled
TXN103510,2604.06,2025-06-21,Settled
TXN103511,1504.21,2025-03-02,Settled
TXN103512,352.52,2025-02-16,Settled
TXN103513,739.92,2025-06-26,Settled
TXN103514,1488.84,2025-04-18,Settled
TXN103515,4882.46,2025-05-02,Settled
TXN103516,4830.08,2025-02-25,Settled
TXN103517,4146.93,2025-03-24,Failed
TXN103518,1200.9,2025-06-26,Settled
TXN103519,2235.93,2025-05-17,Settled
TXN103520,2226.93,2025-02-02,Settled
TXN103521,1965.52,2025-03-18,Settled
TXN103522,272.16,2025-01-30,Settled
TXN103523,2695.91,2025-02-15,Settled
TXN103524,410.42,2025-05-17,Settled
TXN103525,4019.5,2025-01-23,Failed
TXN103526,3471.97,2025-03-29,Settled
TXN103527,1796.05,2025-04-06,Settled
TXN103528,3253.33,2025-04-23,Settled
TXN103529,1203.53,2025-01-04,Settled
TXN103530,1362.99,2025-02-13,Failed
TXN103531,1604.96,2025-06-18,Settled
TXN103532,3995.21,2025-02-15,In Progress
TXN103533,1092.92,2025-01-27,In Progress
TXN103534,2835.77,2025-05-19,Settled
TXN103535,1042.31,2025-03-26,Settled
TXN103536,1460.94,2025-03-23,Settled
TXN103537,1215.63,2025-05-05,Settled
TXN103538,3242.77,2025-03-29,Settled
TXN103539,2657.31,2025-05-28,Settled
TXN103540,3620.43,2025-04-15,Settled
TXN103541,1138.72,2025-01-31,Settled
TXN103542,95.29,2025-04-26,Settled
TXN103543,3418.52,2025-02-10,Settled
TXN103544,618.53,2025-02-17,Settled
TXN103545,1269.21,2025-01-19,Settled
TXN103546,1563.15,2025-06-29,Settled
TXN103547,3746.67,2025-05-24,Settled
TXN103548,3148.16,2025-06-01,Settled
TXN103549,962.11,2025-03-21,Settled
TXN103550,3009.54,2025-04-10,Failed
TXN103551,3555.33,2025-06-16,Settled
TXN103552,1975.04,2025-05-23,Settled
TXN103554,3410.96,2025-01-04,Settled
TXN103555,3073.91,2025-01-02,Settled
TXN103556,435.67,2025-03-19,Settled
TXN103557,3350.06,2025-05-08,Settled
TXN103558,2468.16,2025-05-04,Settled
TXN103559,3779.18,2025-05-30,Settled
TXN103560,994.05,2025-03-07,Settled
TXN103561,1328.17,2025-01-20,Settled
TXN103562,2739.4,2025-01-04,Settled
TXN103563,2434.58,2025-03-23,Settled
TXN103564,2010.01,2025-04-24,Settled
TXN103565,3742.86,2025-06-25,Settled
TXN103566,2845.52,2025-03-25,Settled
TXN103567,3565.85,2025-03-31,Settled
TXN103568,808.61,2025-03-12,Settled
TXN103569,3658.49,2025-02-23,Settled
TXN103570,2334.56,2025-03-24,Failed
TXN103571,217.15,2025-01-24,Settled
TXN103572,1210.73,2025-05-19,Settled
TXN103573,177.49,2025-05-24,Settled
TXN103574,2311.53,2025-03-06,Settled
TXN103575,1663.1,2025-01-13,In Progress
TXN103576,4937.88,2025-01-06,Settled
TXN103577,4349.1,2025-04-04,Settled
TXN103578,4137.07,2025-06-29,Settled
TXN103579,2530.53,2025-02-27,Failed
TXN103580,4045.08,2025-04-11,Settled
TXN103581,1371.0,2025-02-03,Settled
TXN103582,2825.21,2025-06-27,Settled
TXN103583,1994.94,2025-01-28,Settled
TXN103584,898.14,2025-03-11,Settled
TXN103585,409.44,2025-03-01,Settled
TXN103586,2813.18,2025-02-27,Settled
TXN103587,533.31,2025-01-20,Settled
TXN103588,3604.12,2025-06-17,Settled
TXN103589,4611.27,2025-04-21,In Progress
TXN103590,852.43,2025-04-23,Settled
TXN103591,2381.15,2025-05-13,Settled
TXN103592,3706.93,2025-02-07,Settled
TXN103593,1469.86,2025-01-10,Settled
TXN103594,4607.78,2025-04-11,In Progress
TXN103595,4447.9,2025-04-21,Settled
TXN103596,563.58,2025-03-16,Settled
TXN103597,185.63,2025-03-26,Settled
TXN103598,4883.47,2025-01-06,Settled
TXN103599,4784.55,2025-04-22,Settled
TXN103600,2140.31,2025-01-17,Settled
TXN103601,300.29,2025-01-26,Settled
TXN103602,3113.43,2025-05-15,Settled
TXN103603,1502.38,2025-02-17,Settled
TXN103604,4686.78,2025-03-20,Settled
TXN103605,3983.58,2025-04-05,Settled
TXN103606,3265.49,2025-06-13,Settled
TXN103607,1458.29,2025-03-11,Failed
TXN103608,3521.28,2025-01-19,Settled
TXN103609,1481.38,2025-01-06,Settled
TXN103610,236.27,2025-01-30,Settled
TXN103611,2566.75,2025-06-12,Settled
TXN103612,2468.99,2025-01-17,Settled
TXN103613,3826.88,2025-03-21,Settled
TXN103614,4335.09,2025-01-10,Settled
TXN103615,1804.62,2025-04-10,Settled
TXN103616,2274.89,2025-04-19,Settled
TXN103617,2378.48,2025-05-26,Settled
TXN103618,1654.91,2025-03-15,Settled
TXN103619,3729.77,2025-04-11,Settled
TXN103620,2634.4,2025-05-12,Settled
TXN103621,4574.08,2025-01-24,Settled
TXN103622,3269.04,2025-03-05,Settled
TXN103623,1098.89,2025-04-08,Settled
TXN103624,865.8,2025-03-17,Failed
TXN103625,1893.3,2025-03-29,Settled
TXN103626,1767.29,2025-05-02,Settled
TXN103627,2065.3,2025-02-11,Settled
TXN103628,958.78,2025-06-04,Settled
TXN103629,4892.2,2025-06-15,Settled
TXN103630,771.26,2025-02-21,Settled
TXN103631,3280.61,2025-04-24,Settled
TXN103632,114.69,2025-01-16,Settled
TXN103633,2064.46,2025-02-16,Settled
TXN103634,1580.46,2025-02-10,Settled
TXN103635,1941.02,2025-01-27,Settled
TXN103636,2515.48,2025-04-09,Settled
TXN103637,3021.86,2025-06-26,Settled
TXN103638,2938.38,2025-01-26,Settled
TXN103639,3172.03,2025-05-14,In Progress
TXN103640,4230.51,2025-04-19,Settled
TXN103641,4439.25,2025-04-20,Settled
TXN103642,3699.39,2025-05-09,Settled
TXN103643,440.76,2025-01-19,Failed
TXN103645,4739.62,2025-02-03,In Progress
TXN103646,3572.93,2025-05-14,In Progress
TXN103647,2611.32,2025-03-10,Settled
TXN103648,1290.56,2025-06-16,Settled
TXN103649,3793.94,2025-01-31,Settled
TXN103650,4395.41,2025-06-16,Settled
TXN103651,3342.68,2025-04-16,Settled
TXN103652,3163.91,2025-05-15,Settled
TXN103653,1005.37,2025-04-29,Settled
TXN103654,1821.09,2025-01-05,Settled
TXN103655,3629.52,2025-04-09,Settled
TXN103656,133.65,2025-01-28,Settled
TXN103657,3224.26,2025-04-01,Settled
TXN103658,3845.02,2025-03-11,Settled
TXN103659,1706.79,2025-02-09,Settled
TXN103660,427.03,2025-01-18,Settled
TXN103661,4104.64,2025-05-25,Settled
TXN103662,752.09,2025-04-29,Settled
TXN103663,1885.47,2025-01-01,Settled
TXN103664,3578.69,2025-01-19,Settled
TXN103665,4094.08,2025-05-13,In Progress
TXN103666,4318.79,2025-03-15,Settled
TXN103667,2675.57,2025-03-15,Settled
TXN103668,2405.56,2025-05-10,Settled
TXN103669,4249.17,2025-05-19,Settled
TXN103670,2837.23,2025-01-04,Settled
TXN103671,2914.32,2025-03-28,Settled
TXN103672,2198.17,2025-03-12,Settled
TXN103673,1895.43,2025-01-23,Settled
TXN103674,2428.68,2025-02-04,In Progress
TXN103675,1856.0,2025-06-16,Settled
TXN103676,1750.55,2025-01-31,Settled
TXN103677,4968.64,2025-05-10,In Progress
TXN103678,1714.26,2025-05-18,Settled
TXN103679,1319.1,2025-06-25,Settled
TXN103680,1801.92,2025-01-05,Settled
TXN103681,2974.37,2025-03-17,Settled
TXN103682,4559.4,2025-01-28,Settled
TXN103683,3949.93,2025-05-16,Settled
TXN103684,4219.09,2025-03-09,Settled
TXN103685,4302.09,2025-04-03,Settled
TXN103686,4606.62,2025-05-17,Settled
TXN103687,1213.6,2025-01-14,Settled
TXN103688,2318.91,2025-02-09,Settled
TXN103689,1956.73,2025-05-05,Settled
TXN103690,1940.29,2025-05-17,Settled
TXN103691,3278.8,2025-04-12,Settled
TXN103692,2038.93,2025-01-09,In Progress
TXN103693,3100.84,2025-06-29,Settled
TXN103694,1942.28,2025-02-10,Settled
TXN103695,1590.08,2025-01-11,Settled
TXN103696,1797.73,2025-01-22,Settled
TXN103697,4028.6,2025-02-14,Settled
TXN103698,3025.2,2025-01-27,Settled
TXN103699,4871.29,2025-05-14,Settled
TXN103700,4171.65,2025-04-07,In Progress
TXN103701,2454.61,2025-01-22,Settled
TXN103702,1249.76,2025-01-26,Settled
TXN103703,3385.85,2025-04-07,Settled
TXN103704,3646.9,2025-03-15,Settled
TXN103705,2347.67,2025-04-11,Settled
TXN103706,1188.11,2025-03-06,Settled
TXN103707,2808.33,2025-01-15,Settled
TXN103708,1306.45,2025-03-28,Failed
TXN103709,4702.99,2025-03-17,Settled
TXN103710,3162.98,2025-04-23,Settled
TXN103711,1495.06,2025-01-16,Settled
TXN103712,1117.87,2025-04-01,Settled
TXN103713,3597.78,2025-02-17,Settled
TXN103714,3553.58,2025-04-02,Settled
TXN103715,3005.8,2025-01-09,Settled
TXN103716,3090.79,2025-03-25,Settled
TXN103717,3039.15,2025-06-03,Settled
TXN103718,1832.51,2025-01-29,Settled
TXN103719,4690.2,2025-04-03,Settled
TXN103720,2422.43,2025-03-06,Settled
TXN103721,150.62,2025-02-13,Settled
TXN103722,1774.39,2025-05-08,Settled
TXN103723,694.9,2025-05-25,Settled
TXN103724,1848.75,2025-01-17,Settled
TXN103725,3060.9,2025-06-14,Settled
TXN103726,162.19,2025-03-17,Settled
TXN103727,4357.49,2025-01-11,Settled
TXN103728,3071.03,2025-06-05,Settled
TXN103729,1474.26,2025-03-07,Settled
TXN103730,1590.47,2025-02-26,Settled
TXN103732,1278.05,2025-05-28,Settled
TXN103733,71.49,2025-05-28,Failed
TXN103734,181.46,2025-06-13,Settled
TXN103735,1820.82,2025-05-07,Settled
TXN103736,664.9,2025-03-22,Settled
TXN103737,160.7,2025-02-22,Settled
TXN103738,4303.38,2025-01-17,Settled
TXN103739,1406.98,2025-03-10,Failed
TXN103740,2540.46,2025-01-14,In Progress
TXN103741,938.07,2025-05-22,Settled
TXN103743,3737.09,2025-06-16,Settled
TXN103744,668.54,2025-03-21,Settled
TXN103745,177.3,2025-04-23,Settled
TXN103746,2956.79,2025-01-04,Settled
TXN103747,116.66,2025-05-18,Settled
TXN103748,2209.62,2025-06-28,Settled
TXN103749,1479.74,2025-01-24,Failed
TXN103750,1631.12,2025-06-07,Settled
TXN103751,69.3,2025-01-31,Settled
TXN103752,4823.51,2025-02-15,Settled
TXN103753,2603.81,2025-01-24,In Progress
TXN103754,2883.94,2025-06-09,Settled
TXN103755,3347.31,2025-05-16,Settled
TXN103756,3997.73,2025-05-28,Settled
TXN103757,3059.15,2025-05-23,Settled
TXN103758,3822.88,2025-02-28,Failed
TXN103759,2271.24,2025-05-17,Settled
TXN103760,1887.81,2025-01-28,Settled
TXN103761,4124.51,2025-06-27,Settled
TXN103762,4335.64,2025-02-13,Settled
TXN103763,732.14,2025-03-12,Settled
TXN103764,2736.17,2025-05-31,Settled
TXN103765,3434.03,2025-01-24,Settled
TXN103766,463.81,2025-05-24,Settled
TXN103767,4651.5,2025-02-25,Settled
TXN103768,2624.54,2025-01-22,Settled
TXN103769,3245.01,2025-05-03,Settled
TXN103770,932.3,2025-05-31,Settled
TXN103771,1358.95,2025-01-19,Settled
TXN103772,648.96,2025-04-25,Settled
TXN103773,1356.79,2025-03-31,Settled
TXN103774,2487.36,2025-02-02,Settled
TXN103775,4176.47,2025-05-03,Settled
TXN103776,2691.93,2025-02-28,Settled
TXN103777,1260.09,2025-02-10,Settled
TXN103778,270.87,2025-02-08,Failed
TXN103779,3128.75,2025-05-10,Settled
TXN103780,2129.79,2025-06-29,Settled
TXN103781,4922.55,2025-01-17,Settled
TXN103783,4051.4,2025-01-11,Settled
TXN103784,110.56,2025-05-06,Settled
TXN103785,3900.09,2025-05-13,Settled
TXN103786,1013.34,2025-06-18,Settled
TXN103787,2949.69,2025-03-13,Settled
TXN103788,2264.74,2025-05-03,Settled
TXN103789,2879.44,2025-03-05,Settled
TXN103790,710.55,2025-02-10,Settled
TXN103791,2311.61,2025-03-25,In Progress
TXN103792,232.88,2025-02-26,Settled
TXN103793,252.95,2025-06-04,Settled
TXN103794,3305.8,2025-02-24,Settled
TXN103795,4760.91,2025-01-30,Settled
TXN103796,3898.09,2025-06-11,Settled
TXN103797,2372.32,2025-02-11,Settled
TXN103798,326.56,2025-01-24,Settled
TXN103799,272.85,2025-05-20,Settled
TXN103800,831.57,2025-01-29,Settled
TXN103801,4880.26,2025-03-01,Settled
TXN103802,2023.37,2025-02-25,Settled
TXN103803,4224.87,2025-02-15,Failed
TXN103804,3540.46,2025-05-22,Settled
TXN103806,4741.74,2025-01-19,Settled
TXN103807,1190.54,2025-02-10,Settled
TXN103808,2301.7,2025-06-07,Settled
TXN103809,4330.38,2025-03-16,Settled
TXN103810,2781.22,2025-05-30,Settled
TXN103811,1269.9,2025-04-18,Settled
TXN103812,1084.14,2025-04-10,Settled
TXN103813,3776.76,2025-06-14,Settled
TXN103814,113.31,2025-05-13,Settled
TXN103815,4575.25,2025-01-19,Settled
TXN103816,141.17,2025-06-23,Settled
TXN103817,3173.4,2025-05-31,Failed
TXN103818,3043.5,2025-06-10,Settled
TXN103819,2913.14,2025-02-13,Settled
TXN103820,2398.0,2025-05-28,Failed
TXN103821,4269.53,2025-04-10,Settled
TXN103822,3313.7,2025-03-27,In Progress
TXN103823,3920.22,2025-01-17,Settled
TXN103824,621.83,2025-06-24,Settled
TXN103825,297.0,2025-06-16,Failed
TXN103826,191.22,2025-05-25,Settled
TXN103827,778.67,2025-03-11,Settled
TXN103828,3351.69,2025-04-24,Settled
TXN103829,2495.41,2025-03-21,Settled
TXN103830,3773.65,2025-03-07,Settled
TXN103831,999.07,2025-03-20,Settled
TXN103832,1866.47,2025-04-15,Settled
TXN103833,4448.06,2025-04-26,Settled
TXN103834,4681.79,2025-03-04,Settled
TXN103835,4612.56,2025-01-03,Settled
TXN103836,4100.61,2025-01-05,Settled
TXN103837,3456.77,2025-03-27,Settled
TXN103838,4572.71,2025-04-11,Settled
TXN103839,3585.2,2025-05-18,Settled
TXN103840,4771.98,2025-03-29,Settled
TXN103841,172.7,2025-04-12,Settled
TXN103842,4612.13,2025-03-20,Settled
TXN103843,2800.92,2025-05-21,Settled
TXN103844,603.4,2025-04-06,Failed
TXN103845,1113.81,2025-05-13,Settled
TXN103846,4268.19,2025-04-18,Settled
TXN103847,2555.28,2025-03-18,Settled
TXN103848,4914.95,2025-05-19,Settled
TXN103849,631.78,2025-02-03,Settled
TXN103850,2091.89,2025-02-03,Settled
TXN103851,1692.78,2025-03-14,Settled
TXN103852,2604.87,2025-01-27,Settled
TXN103853,3185.52,2025-01-30,Settled
TXN103854,3325.07,2025-06-12,Settled
TXN103855,56.41,2025-05-11,Failed
TXN103856,490.35,2025-06-01,Settled
TXN103857,223.57,2025-02-09,Settled
TXN103858,4329.77,2025-01-29,Settled
TXN103859,1600.8,2025-03-17,Failed
TXN103860,1866.96,2025-06-14,Settled
TXN103861,2279.34,2025-01-20,Settled
TXN103862,4254.06,2025-01-02,Settled
TXN103863,120.12,2025-05-24,Settled
TXN103864,637.16,2025-05-04,Settled
TXN103865,3441.56,2025-01-27,Settled
TXN103866,4821.27,2025-06-10,Settled
TXN103867,3231.79,2025-03-29,Settled
TXN103868,1342.56,2025-02-11,In Progress
TXN103869,2623.33,2025-03-18,Settled
TXN103870,4876.15,2025-01-12,Settled
TXN103871,2663.98,2025-01-02,Settled
TXN103872,1898.86,2025-04-25,In Progress
TXN103873,1947.96,2025-01-14,Settled
TXN103874,4836.82,2025-06-24,Settled
TXN103875,3608.64,2025-06-20,Settled
TXN103876,3451.51,2025-06-03,Settled
TXN103877,1198.67,2025-01-22,Settled
TXN103878,2819.45,2025-03-06,Settled
TXN103879,1815.89,2025-03-14,Settled
TXN103881,4482.98,2025-06-29,Settled
TXN103882,1946.62,2025-06-15,In Progress
TXN103883,1449.8,2025-04-21,Settled
TXN103884,4662.02,2025-06-21,Failed
TXN103885,1026.86,2025-01-31,Settled
TXN103886,3740.25,2025-02-26,Settled
TXN103887,3281.1,2025-05-30,Settled
TXN103888,4606.4,2025-05-10,In Progress
TXN103889,4168.63,2025-05-14,Settled
TXN103890,3541.21,2025-05-23,Settled
TXN103891,1607.13,2025-05-26,Settled
TXN103892,2503.07,2025-05-16,Settled
TXN103893,4725.25,2025-06-05,Settled
TXN103894,164.85,2025-01-27,Settled
TXN103895,3981.94,2025-02-22,Settled
TXN103896,1296.46,2025-04-01,Settled
TXN103897,965.83,2025-01-27,Settled
TXN103898,1199.51,2025-03-15,Settled
TXN103899,345.77,2025-04-18,Settled
TXN103900,4960.3,2025-04-08,Settled
TXN103901,4355.85,2025-04-06,Failed
TXN103902,2629.23,2025-05-20,Settled
TXN103903,3589.76,2025-06-04,Settled
TXN103904,2805.15,2025-06-08,Settled
TXN103905,4067.32,2025-06-10,Settled
TXN103906,4231.59,2025-05-09,In Progress
TXN103907,1202.31,2025-05-21,Settled
TXN103908,2325.75,2025-04-04,Settled
TXN103909,3192.5,2025-02-27,Settled
TXN103910,4893.28,2025-01-22,In Progress
TXN103911,3429.31,2025-05-23,Settled
TXN103912,4493.29,2025-04-22,Settled
TXN103913,4238.25,2025-01-07,Settled
TXN103914,2931.21,2025-01-02,Settled
TXN103915,4452.25,2025-03-07,Settled
TXN103916,1918.24,2025-05-15,Settled
TXN103917,1927.45,2025-03-05,Failed
TXN103918,3915.78,2025-04-03,Settled
TXN103919,715.99,2025-05-12,Failed
TXN103920,1563.83,2025-06-17,Settled
TXN103921,3062.43,2025-03-19,Settled
TXN103922,2129.32,2025-04-19,Settled
TXN103923,4706.58,2025-03-06,Settled
TXN103924,4794.61,2025-05-24,Settled
TXN103925,2537.78,2025-01-24,Settled
TXN103926,2718.36,2025-03-29,Settled
TXN103927,3636.9,2025-01-02,Settled
TXN103928,2313.46,2025-03-19,In Progress
TXN103929,990.99,2025-03-20,Settled
TXN103930,3747.5,2025-06-28,Settled
TXN103931,3702.04,2025-05-02,Settled
TXN103932,1262.66,2025-02-05,Settled
TXN103933,4172.94,2025-04-23,Settled
TXN103934,3087.56,2025-04-07,Settled
TXN103935,1219.69,2025-01-27,Settled
TXN103937,1206.37,2025-01-09,Settled
TXN103938,1362.9,2025-04-27,Settled
TXN103939,4247.65,2025-03-01,Settled
TXN103940,4650.98,2025-05-02,Settled
TXN103941,1321.57,2025-03-15,Settled
TXN103942,4643.85,2025-01-15,Settled
TXN103943,1232.05,2025-04-13,Settled
TXN103944,630.47,2025-01-07,Failed
TXN103945,338.21,2025-02-14,Settled
TXN103946,1248.46,2025-03-06,Settled
TXN103947,1990.29,2025-03-20,Settled
TXN103948,4641.36,2025-01-01,Settled
TXN103949,1248.68,2025-03-31,Settled
TXN103950,1859.05,2025-03-12,In Progress
TXN103951,3684.07,2025-04-22,In Progress
TXN103952,1545.27,2025-04-04,In Progress
TXN103953,3437.62,2025-04-07,Settled
TXN103954,2188.79,2025-05-25,Settled
TXN103955,1022.4,2025-06-28,Settled
TXN103956,3683.59,2025-02-08,In Progress
TXN103957,183.84,2025-04-18,Settled
TXN103958,1497.06,2025-03-14,Settled
TXN103959,1813.1,2025-06-20,Settled
TXN103960,2318.18,2025-01-04,In Progress
TXN103961,3415.35,2025-04-18,Settled
TXN103962,2324.05,2025-02-13,Settled
TXN103963,2991.9,2025-02-27,Settled
TXN103964,2999.11,2025-04-15,Settled
TXN103965,1897.69,2025-03-06,Settled
TXN103966,4673.16,2025-02-16,Settled
TXN103967,4781.48,2025-01-10,Settled
TXN103968,2930.16,2025-01-21,Settled
TXN103969,404.87,2025-02-25,Failed
TXN103970,2481.08,2025-04-30,In Progress
TXN103971,962.88,2025-01-11,Settled
TXN103972,2441.91,2025-04-29,Settled
TXN103973,982.99,2025-04-23,Settled
TXN103974,3534.08,2025-05-28,Settled
TXN103975,448.12,2025-06-17,In Progress
TXN103976,4768.86,2025-04-30,Settled
TXN103977,1017.11,2025-04-23,Settled
TXN103978,3320.25,2025-01-28,Settled
TXN103979,4588.96,2025-01-09,Settled
TXN103980,1277.04,2025-02-15,Settled
TXN103981,4674.77,2025-02-22,Settled
TXN103982,1973.94,2025-05-03,Settled
TXN103983,4804.63,2025-02-23,Settled
TXN103984,4858.25,2025-01-20,Settled
TXN103985,981.0,2025-05-14,Settled
TXN103986,4163.88,2025-02-20,Settled
TXN103987,1007.43,2025-03-30,Settled
TXN103988,1170.88,2025-02-06,Settled
TXN103989,466.43,2025-01-08,Settled
TXN103990,824.86,2025-06-13,Settled
TXN103991,3179.48,2025-01-07,Settled
TXN103992,2273.8,2025-03-10,Settled
TXN103993,3965.17,2025-06-14,Settled
TXN103994,1693.38,2025-02-21,Settled
TXN103995,4844.69,2025-03-06,Settled
