Transaction_ID,Customer_ID,Transaction_Date,Amount,Tansaction_Status,Payment_Method
TXN101357,1686,2025-04-21,4692.44,Completed,Card
TXN101358,9476,2025-01-09,3978.26,Processed,Card
TXN101359,5811,2025-06-06,4399.03,Processed,NetBanking
TXN101360,9954,2025-06-15,1055.24,Completed,Card
TXN101361,6346,2025-03-03,1630.18,Completed,Card
TXN101362,6043,2025-02-23,1610.34,Pending,Card
TXN101363,3428,2025-06-29,590.38,Completed,UPI
TXN101364,6126,2025-04-14,3661.42,Completed,UPI
TXN101365,9220,2025-05-06,724.05,Completed,NetBanking
TXN101366,8813,2025-02-03,309.92,Completed,NetBanking
TXN101367,4356,2025-06-14,3888.46,Processed,Wallet
TXN101368,9707,2025-06-26,4528.08,Pending,Card
TXN101369,8266,2025-02-11,3832.41,Completed,Wallet
TXN101370,7540,2025-01-14,4135.49,Pending,Card
TXN101371,1038,2025-02-02,2998.33,Completed,Wallet
TXN101372,4342,2025-04-28,4444.34,Completed,Card
TXN101373,3844,2025-04-08,2508.68,Completed,Wallet
TXN101374,2098,2025-04-02,4942.20,Completed,Card
TXN101375,8027,2025-04-10,561.90,Completed,UPI
TXN101376,2823,2025-03-28,4055.44,Pending,Card
TXN101377,4155,2025-05-25,3224.88,Completed,NetBanking
TXN101378,4093,2025-05-04,2924.20,Pending,NetBanking
TXN101379,6658,2025-02-01,3642.76,Completed,Wallet
TXN101380,4778,2025-04-11,4209.44,Completed,Wallet
TXN101381,3896,2025-02-08,4321.28,Processed,UPI
TXN101382,1988,2025-04-04,918.14,Completed,Wallet
TXN101383,5116,2025-01-10,1025.33,Completed,NetBanking
TXN101384,7446,2025-06-01,130.02,Completed,Wallet
TXN101385,5179,2025-04-10,702.62,Completed,NetBanking
TXN101386,2682,2025-02-27,1356.22,Completed,NetBanking
TXN101387,6626,2025-04-11,3619.13,Completed,UPI
TXN101388,8424,2025-03-05,2405.05,Completed,UPI
TXN101389,1933,2025-01-19,3801.62,Completed,Card
TXN101390,4598,2025-04-11,2458.35,Completed,NetBanking
TXN101391,2980,2025-04-27,2800.21,Processed,Wallet
TXN101392,4056,2025-05-16,599.78,Completed,NetBanking
TXN101393,9984,2025-03-12,3893.96,Completed,NetBanking
TXN101394,1791,2025-02-09,3802.73,Processed,Card
TXN101395,6390,2025-01-13,1572.43,Completed,UPI
TXN101396,7635,2025-04-11,1676.46,Completed,Card
TXN101397,3255,2025-05-04,1137.42,Completed,Card
TXN101398,4610,2025-06-04,4078.51,Pending,NetBanking
TXN101399,2607,2025-03-23,3747.68,Completed,Card
TXN101400,6179,2025-03-29,3065.28,Completed,NetBanking
TXN101401,7573,2025-04-15,1232.17,Completed,UPI
TXN101402,1984,2025-05-10,900.67,Pending,Card
TXN101403,6776,2025-01-16,298.83,Completed,NetBanking
TXN101404,4676,2025-01-14,275.78,Completed,Wallet
TXN101405,4380,2025-05-08,976.32,Processed,Card
TXN101406,9711,2025-05-25,547.64,Processed,NetBanking
TXN101407,9782,2025-03-01,2802.73,Completed,Wallet
TXN101408,2050,2025-01-17,1822.55,Processed,Card
TXN101409,4633,2025-02-14,2252.48,Processed,NetBanking
TXN101410,7342,2025-02-07,2990.63,Completed,NetBanking
TXN101411,1959,2025-05-04,3312.55,Processed,NetBanking
TXN101412,7059,2025-04-14,3258.60,Pending,NetBanking
TXN101413,9884,2025-03-05,1341.24,Completed,UPI
TXN101414,6655,2025-05-01,4057.65,Completed,Wallet
TXN101415,5473,2025-01-06,4592.66,Completed,Wallet
TXN101416,3946,2025-04-22,1613.89,Completed,UPI
TXN101417,8725,2025-04-12,134.47,Completed,UPI
TXN101418,1526,2025-02-18,4500.81,Completed,Wallet
TXN101419,4224,2025-01-21,4621.57,Pending,Wallet
TXN101420,2875,2025-01-23,302.18,Processed,Wallet
TXN101421,2763,2025-03-17,74.54,Completed,UPI
TXN101422,9712,2025-03-05,4091.20,Completed,NetBanking
TXN101423,6797,2025-06-06,1542.24,Completed,UPI
TXN101424,8099,2025-01-27,4577.18,Completed,Wallet
TXN101425,6109,2025-05-14,1122.88,Completed,UPI
TXN101426,7644,2025-05-29,4312.72,Completed,Wallet
TXN101427,1116,2025-03-12,389.79,Completed,Card
TXN101428,3433,2025-04-17,1340.15,Completed,NetBanking
TXN101429,6463,2025-06-18,4866.99,Completed,Wallet
TXN101430,1583,2025-05-13,1194.42,Completed,Card
TXN101431,9586,2025-05-23,708.41,Completed,Wallet
TXN101432,4788,2025-05-29,4292.42,Completed,UPI
TXN101433,5167,2025-02-27,633.11,Completed,UPI
TXN101434,9465,2025-05-12,532.41,Completed,UPI
TXN101435,2389,2025-05-15,1650.95,Pending,Wallet
TXN101436,9357,2025-02-04,3194.88,Processed,Wallet
TXN101437,7154,2025-06-13,3568.19,Completed,UPI
TXN101438,6420,2025-05-01,4412.13,Completed,NetBanking
TXN101439,9920,2025-05-23,2727.51,Completed,NetBanking
TXN101440,3043,2025-05-10,1997.42,Completed,UPI
TXN101441,5197,2025-04-30,1826.23,Completed,Wallet
TXN101442,4496,2025-01-05,4242.17,Completed,NetBanking
TXN101443,1778,2025-03-12,3632.89,Completed,UPI
TXN101444,1213,2025-03-27,4531.87,Processed,UPI
TXN101445,4762,2025-04-05,4821.98,Completed,Card
TXN101446,7731,2025-06-09,1535.25,Processed,UPI
TXN101447,4117,2025-02-10,2671.89,Completed,Wallet
TXN101448,6791,2025-06-19,3177.51,Completed,Card
TXN101449,9783,2025-03-16,861.05,Completed,Card
TXN101450,3720,2025-06-17,314.07,Processed,NetBanking
TXN101451,9905,2025-03-24,4345.43,Completed,Card
TXN101452,7047,2025-02-07,2700.84,Completed,Wallet
TXN101453,9032,2025-02-11,2875.33,Processed,NetBanking
TXN101454,1001,2025-06-14,2796.83,Completed,NetBanking
TXN101455,7368,2025-02-25,3787.06,Completed,UPI
TXN101456,2949,2025-03-12,770.23,Completed,Wallet
TXN101457,7732,2025-02-24,3089.54,Completed,Wallet
TXN101458,8833,2025-01-22,2373.92,Completed,Card
TXN101459,1917,2025-01-27,4489.94,Completed,Wallet
TXN101460,4174,2025-04-15,2622.12,Processed,NetBanking
TXN101461,8014,2025-06-24,4717.53,Pending,NetBanking
TXN101462,1089,2025-02-07,1798.60,Completed,Wallet
TXN101463,2709,2025-04-22,4836.13,Completed,Card
TXN101464,4041,2025-02-08,4382.03,Completed,UPI
TXN101465,1105,2025-05-23,2942.10,Processed,Wallet
TXN101466,9619,2025-04-29,1800.86,Completed,Card
TXN101467,2895,2025-03-01,1910.82,Completed,Card
TXN101468,7090,2025-05-16,3875.12,Pending,Card
TXN101469,9508,2025-02-13,2924.13,Completed,UPI
TXN101470,7082,2025-02-12,2037.86,Processed,UPI
TXN101471,1634,2025-05-14,3198.47,Completed,UPI
TXN101472,2925,2025-06-04,3679.51,Completed,Card
TXN101473,3056,2025-06-22,163.36,Completed,UPI
TXN101474,7917,2025-01-23,494.82,Processed,Card
TXN101475,4144,2025-05-02,517.70,Completed,Wallet
TXN101476,1552,2025-05-21,1198.07,Processed,Card
TXN101477,9907,2025-03-25,2163.60,Completed,Wallet
TXN101478,6383,2025-04-16,4028.07,Completed,Wallet
TXN101479,4911,2025-03-05,1787.94,Completed,UPI
TXN101480,4389,2025-06-02,136.52,Completed,UPI
TXN101481,9442,2025-05-05,2442.64,Completed,Card
TXN101482,3430,2025-02-21,4983.31,Completed,Wallet
TXN101483,1458,2025-02-17,1777.65,Completed,Wallet
TXN101484,1207,2025-03-02,4808.21,Processed,NetBanking
TXN101485,1899,2025-01-17,551.66,Processed,Wallet
TXN101486,1021,2025-02-09,906.84,Completed,UPI
TXN101487,9601,2025-03-16,3634.40,Completed,UPI
TXN101488,1894,2025-03-30,2531.00,Completed,Wallet
TXN101489,1514,2025-03-10,3837.35,Completed,Wallet
TXN101490,8294,2025-03-26,4324.61,Completed,Card
TXN101491,5904,2025-01-26,1292.87,Completed,NetBanking
TXN101492,8867,2025-02-09,3430.00,Pending,NetBanking
TXN101493,5109,2025-04-06,3057.63,Completed,Card
TXN101494,8179,2025-04-27,4314.60,Completed,Card
TXN101495,2560,2025-05-16,2179.01,Completed,NetBanking
TXN101496,2266,2025-03-14,306.76,Processed,NetBanking
TXN101497,4638,2025-02-14,2892.22,Processed,Card
TXN101498,9941,2025-01-17,4796.45,Completed,Wallet
TXN101499,4427,2025-06-18,122.42,Pending,Wallet
TXN101500,5780,2025-03-18,1239.28,Completed,UPI
TXN101501,2927,2025-05-17,1614.54,Completed,NetBanking
TXN101502,3356,2025-04-01,3840.90,Completed,NetBanking
TXN101503,5790,2025-04-16,1650.22,Completed,NetBanking
TXN101504,1306,2025-04-11,1233.47,Processed,NetBanking
TXN101505,8979,2025-04-13,3260.36,Completed,Card
TXN101506,4665,2025-01-24,279.71,Completed,Wallet
TXN101507,8057,2025-03-14,894.45,Completed,Wallet
TXN101508,1661,2025-05-01,2069.75,Processed,UPI
TXN101509,5644,2025-04-16,1810.22,Completed,NetBanking
TXN101510,9503,2025-05-19,1768.47,Completed,UPI
TXN101511,3920,2025-02-04,587.35,Completed,Wallet
TXN101512,9946,2025-06-06,1836.16,Completed,Card
TXN101513,7236,2025-05-16,4000.06,Pending,Wallet
TXN101514,7078,2025-01-17,2098.53,Processed,Wallet
TXN101515,1352,2025-05-20,2951.55,Completed,Card
TXN101516,8005,2025-04-03,859.72,Completed,Card
TXN101517,1158,2025-04-19,395.07,Pending,Wallet
TXN101518,1956,2025-02-19,4405.78,Completed,Wallet
TXN101519,3071,2025-04-24,1690.29,Completed,UPI
TXN101520,9595,2025-01-24,1784.17,Completed,NetBanking
TXN101521,4453,2025-02-06,4394.55,Completed,Card
TXN101522,7675,2025-01-11,3553.47,Completed,NetBanking
TXN101523,1955,2025-04-09,3793.50,Completed,UPI
TXN101524,7295,2025-02-24,3425.92,Completed,Card
TXN101525,2712,2025-01-27,573.67,Completed,Card
TXN101526,5703,2025-03-08,4792.08,Completed,NetBanking
TXN101527,7563,2025-01-02,4550.22,Pending,Card
TXN101528,6631,2025-03-09,1219.29,Processed,Wallet
TXN101529,2394,2025-05-26,4029.77,Processed,UPI
TXN101530,5732,2025-05-28,2076.51,Completed,UPI
TXN101531,4714,2025-03-04,3434.65,Completed,Card
TXN101532,1529,2025-03-13,869.73,Completed,Card
TXN101533,3958,2025-05-10,2715.84,Completed,NetBanking
TXN101534,8904,2025-03-24,676.75,Completed,UPI
TXN101535,4591,2025-02-11,2704.03,Completed,Wallet
TXN101536,7895,2025-06-05,1255.79,Processed,Wallet
TXN101537,1525,2025-06-06,2289.71,Completed,NetBanking
TXN101538,7477,2025-04-17,3356.45,Completed,UPI
TXN101539,1001,2025-01-28,4391.52,Completed,UPI
TXN101540,1374,2025-04-15,868.18,Completed,Wallet
TXN101541,5648,2025-04-22,4471.68,Completed,UPI
TXN101542,3365,2025-05-13,1980.69,Completed,UPI
TXN101543,2525,2025-01-15,4226.79,Processed,UPI
TXN101544,2646,2025-04-20,2587.11,Processed,Wallet
TXN101545,1013,2025-03-14,4317.93,Completed,Card
TXN101546,5599,2025-06-09,3330.98,Completed,UPI
TXN101547,3278,2025-06-29,2568.14,Completed,Card
TXN101548,4155,2025-03-31,1597.07,Completed,Card
TXN101549,9321,2025-02-06,4846.10,Completed,NetBanking
TXN101550,4814,2025-05-23,4014.44,Completed,Card
TXN101551,4216,2025-06-18,1936.88,Completed,NetBanking
TXN101552,9219,2025-01-04,875.28,Completed,UPI
TXN101553,3113,2025-03-25,3908.70,Processed,Wallet
TXN101554,5356,2025-06-04,4950.22,Completed,Card
TXN101555,6543,2025-05-29,1430.93,Completed,Card
TXN101556,5555,2025-03-01,4583.52,Completed,Wallet
TXN101557,8062,2025-03-27,670.58,Processed,NetBanking
TXN101558,4374,2025-03-12,4763.42,Completed,NetBanking
TXN101559,7430,2025-06-24,3739.43,Completed,NetBanking
TXN101560,4466,2025-01-31,1765.65,Pending,Card
TXN101561,4081,2025-01-17,1557.93,Processed,UPI
TXN101562,1629,2025-06-27,3235.01,Processed,NetBanking
TXN101563,1269,2025-01-07,2987.86,Completed,NetBanking
TXN101564,6724,2025-05-06,4598.74,Completed,Wallet
TXN101565,6897,2025-03-24,3842.90,Pending,UPI
TXN101566,4432,2025-01-28,2724.81,Completed,UPI
TXN101567,7276,2025-01-10,4641.45,Completed,UPI
TXN101568,6895,2025-01-27,2984.02,Completed,UPI
TXN101569,8115,2025-05-21,4255.94,Completed,UPI
TXN101570,7656,2025-05-07,4212.67,Completed,NetBanking
TXN101571,1575,2025-02-12,4600.01,Completed,Wallet
TXN101572,8029,2025-03-10,384.63,Pending,NetBanking
TXN101573,7099,2025-03-04,2939.91,Completed,UPI
TXN101574,4192,2025-03-11,2368.54,Completed,Wallet
TXN101575,4178,2025-04-09,2478.18,Processed,Card
TXN101576,7052,2025-06-13,2326.56,Completed,Card
TXN101577,3734,2025-03-12,4195.46,Completed,UPI
TXN101578,7116,2025-04-03,1626.24,Completed,NetBanking
TXN101579,4568,2025-05-23,2340.62,Completed,Wallet
TXN101580,3203,2025-05-26,1043.38,Processed,Wallet
TXN101581,2390,2025-05-12,1296.00,Pending,NetBanking
TXN101582,2742,2025-01-11,3319.08,Completed,UPI
TXN101583,2925,2025-05-14,628.83,Completed,Card
TXN101584,1619,2025-05-02,979.72,Completed,Card
TXN101585,2274,2025-06-28,2663.77,Completed,UPI
TXN101586,1956,2025-01-18,266.68,Completed,Wallet
TXN101587,2939,2025-03-08,678.29,Processed,NetBanking
TXN101588,4953,2025-05-25,4323.60,Completed,UPI
TXN101589,1968,2025-04-07,4238.43,Completed,Wallet
TXN101590,1281,2025-02-03,1771.49,Completed,NetBanking
TXN101591,7262,2025-06-07,1772.56,Completed,Wallet
TXN101592,2058,2025-05-27,4685.75,Completed,Wallet
TXN101593,5293,2025-05-17,177.91,Completed,Card
TXN101594,6178,2025-06-17,2922.46,Completed,UPI
TXN101595,7980,2025-02-13,3007.08,Completed,Wallet
TXN101596,2229,2025-04-05,3950.04,Completed,Card
TXN101597,5585,2025-04-01,4761.17,Completed,UPI
TXN101598,9467,2025-04-21,1811.35,Processed,UPI
TXN101599,3740,2025-06-02,2217.28,Completed,NetBanking
TXN101600,3289,2025-03-12,3372.93,Completed,UPI
TXN101601,2239,2025-02-22,4837.99,Completed,Card
TXN101602,6370,2025-06-25,4459.42,Completed,Card
TXN101603,1125,2025-03-12,3351.91,Completed,UPI
TXN101604,8473,2025-02-22,4290.78,Completed,Card
TXN101605,6342,2025-04-18,471.76,Processed,Wallet
TXN101606,8351,2025-06-26,1916.78,Completed,Wallet
TXN101607,7638,2025-06-20,114.81,Completed,NetBanking
TXN101608,7570,2025-01-19,928.49,Completed,Wallet
TXN101609,4249,2025-03-07,3170.94,Processed,UPI
TXN101610,8595,2025-06-11,4433.53,Completed,Wallet
TXN101611,7294,2025-01-01,3182.26,Completed,NetBanking
TXN101612,7527,2025-04-16,3337.48,Completed,Card
TXN101613,6757,2025-02-24,563.92,Completed,UPI
TXN101614,2969,2025-01-15,3341.06,Completed,NetBanking
TXN101615,1891,2025-05-07,2299.02,Completed,Wallet
TXN101616,5470,2025-01-15,3274.63,Completed,UPI
TXN101617,8175,2025-05-01,1664.56,Completed,UPI
TXN101618,9320,2025-05-31,2928.36,Processed,Card
TXN101619,7812,2025-03-07,2149.14,Completed,Wallet
TXN101620,8519,2025-06-23,2815.25,Completed,Wallet
TXN101621,5612,2025-04-24,778.09,Processed,Wallet
TXN101622,2198,2025-05-17,2009.33,Completed,Wallet
TXN101623,6238,2025-05-26,1902.68,Completed,NetBanking
TXN101624,7089,2025-05-25,3695.15,Completed,Card
TXN101625,7257,2025-03-13,3546.73,Pending,UPI
TXN101626,8705,2025-04-08,4548.85,Completed,Wallet
TXN101627,4719,2025-06-11,3178.68,Pending,Card
TXN101628,1302,2025-02-13,1607.01,Completed,UPI
TXN101629,1986,2025-06-06,3926.96,Processed,Wallet
TXN101630,5440,2025-01-16,2510.14,Completed,UPI
TXN101631,5909,2025-03-19,1007.79,Pending,Wallet
TXN101632,4072,2025-02-21,3749.69,Completed,Wallet
TXN101633,4124,2025-01-02,706.03,Completed,UPI
TXN101634,9125,2025-03-02,931.86,Completed,Wallet
TXN101635,4291,2025-05-12,3805.84,Completed,NetBanking
TXN101636,5033,2025-05-06,3862.22,Completed,NetBanking
TXN101637,6105,2025-02-21,3964.37,Completed,UPI
TXN101638,1703,2025-02-10,1501.96,Completed,Wallet
TXN101639,9133,2025-06-29,4339.61,Completed,UPI
TXN101640,1574,2025-01-31,3627.21,Completed,Card
TXN101641,6704,2025-06-03,4178.14,Completed,Card
TXN101642,8848,2025-06-04,3557.60,Processed,Card
TXN101643,6208,2025-05-01,2919.00,Completed,Wallet
TXN101644,7924,2025-02-20,591.50,Completed,UPI
TXN101645,4828,2025-04-05,3569.13,Completed,Card
TXN101646,4230,2025-06-25,3467.78,Pending,Wallet
TXN101647,1488,2025-01-11,1596.83,Completed,Wallet
TXN101648,8114,2025-05-16,3692.31,Completed,Card
TXN101649,4173,2025-01-12,2774.75,Pending,NetBanking
TXN101650,2667,2025-04-09,2819.06,Completed,NetBanking
TXN101651,5114,2025-02-14,1869.64,Completed,NetBanking
TXN101652,4553,2025-02-03,628.09,Completed,NetBanking
TXN101653,8761,2025-03-13,1123.80,Completed,UPI
TXN101654,2000,2025-06-24,3855.72,Completed,UPI
TXN101655,2388,2025-01-21,1393.64,Completed,Card
TXN101656,6450,2025-02-10,61.15,Pending,Wallet
TXN101657,4712,2025-01-22,4985.24,Completed,NetBanking
TXN101658,2367,2025-01-21,1092.88,Completed,Wallet
TXN101659,9189,2025-06-05,3294.15,Completed,Wallet
TXN101660,1454,2025-03-12,4638.26,Completed,UPI
TXN101661,3772,2025-01-14,3018.58,Completed,Wallet
TXN101662,4726,2025-03-20,4005.20,Processed,Wallet
TXN101663,8232,2025-03-14,4883.04,Completed,NetBanking
TXN101664,5806,2025-02-21,4308.80,Completed,Card
TXN101665,3190,2025-06-20,2811.63,Processed,UPI
TXN101666,3875,2025-03-17,1850.33,Completed,NetBanking
TXN101667,6592,2025-01-19,2438.20,Completed,Card
TXN101668,2440,2025-01-27,4217.04,Completed,NetBanking
TXN101669,9927,2025-05-26,4274.11,Completed,Card
TXN101670,7059,2025-01-13,4236.98,Completed,NetBanking
TXN101671,8010,2025-04-17,3006.26,Completed,NetBanking
TXN101672,8117,2025-05-09,2410.93,Completed,Card
TXN101673,3989,2025-03-26,1591.12,Pending,NetBanking
TXN101674,7228,2025-06-11,66.64,Completed,Card
TXN101675,7471,2025-05-21,3834.20,Pending,Wallet
TXN101676,3863,2025-04-19,1421.14,Completed,Wallet
TXN101677,2177,2025-04-25,1681.91,Pending,Card
TXN101678,5760,2025-02-20,4225.23,Completed,NetBanking
TXN101679,1011,2025-01-01,308.64,Completed,Wallet
TXN101680,6252,2025-05-01,4641.72,Completed,Card
TXN101681,5399,2025-06-05,56.74,Processed,UPI
TXN101682,9234,2025-05-03,4698.89,Completed,Wallet
TXN101683,6445,2025-02-01,2301.05,Completed,Card
TXN101684,7570,2025-06-03,555.51,Completed,Card
TXN101685,9212,2025-05-22,3387.10,Completed,Wallet
TXN101686,1406,2025-04-03,4484.49,Completed,NetBanking
TXN101687,5431,2025-03-09,2218.46,Completed,UPI
TXN101688,6243,2025-03-04,3472.22,Completed,Card
TXN101689,7542,2025-03-23,4897.85,Completed,NetBanking
TXN101690,7936,2025-05-22,1241.47,Completed,NetBanking
TXN101691,9906,2025-06-04,4111.22,Completed,Card
TXN101692,5146,2025-02-10,1511.42,Completed,UPI
TXN101693,1140,2025-01-03,2160.37,Completed,Wallet
TXN101694,5882,2025-04-04,1444.74,Completed,UPI
TXN101695,7012,2025-02-28,2257.76,Completed,NetBanking
TXN101696,1963,2025-05-31,75.19,Completed,Card
TXN101697,8151,2025-01-18,1552.02,Completed,Card
TXN101698,9564,2025-04-14,2254.21,Pending,UPI
TXN101699,4610,2025-03-15,3179.59,Processed,UPI
TXN101700,7894,2025-04-30,3204.94,Completed,UPI
TXN101701,8311,2025-03-17,2939.74,Processed,Card
TXN101702,1105,2025-06-18,1500.51,Completed,Card
TXN101703,6539,2025-01-08,4739.65,Completed,NetBanking
TXN101704,7787,2025-06-09,1990.25,Processed,UPI
TXN101705,3137,2025-03-22,1123.63,Processed,NetBanking
TXN101706,5445,2025-06-18,2794.84,Completed,NetBanking
TXN101707,4530,2025-06-22,3757.20,Completed,UPI
TXN101708,2286,2025-04-11,110.56,Processed,Wallet
TXN101709,8052,2025-01-09,1417.90,Completed,Card
TXN101710,4654,2025-03-31,4133.64,Completed,Wallet
TXN101711,8102,2025-02-17,2559.75,Processed,Card
TXN101712,3359,2025-04-25,2072.02,Completed,Card
TXN101713,9105,2025-06-01,4657.96,Completed,Card
TXN101714,9636,2025-03-28,493.20,Completed,UPI
TXN101715,7441,2025-04-05,3097.07,Completed,UPI
TXN101716,6047,2025-06-21,1743.83,Completed,UPI
TXN101717,9227,2025-04-24,400.58,Completed,Card
TXN101718,6203,2025-01-18,1108.04,Completed,UPI
TXN101719,2798,2025-01-29,3158.27,Completed,NetBanking
TXN101720,6291,2025-01-02,189.97,Completed,Wallet
TXN101721,6495,2025-03-19,2981.63,Pending,NetBanking
TXN101722,7284,2025-03-09,4786.41,Completed,Card
TXN101723,8285,2025-04-08,3985.73,Completed,UPI
TXN101724,2300,2025-04-27,1760.71,Processed,NetBanking
TXN101725,7869,2025-04-20,734.13,Completed,Wallet
TXN101726,4097,2025-06-16,2352.07,Completed,Card
TXN101727,5616,2025-02-10,1995.10,Completed,Card
TXN101728,1009,2025-04-25,4860.08,Completed,NetBanking
TXN101729,6752,2025-03-22,4949.85,Completed,Card
TXN101730,7295,2025-05-02,2082.39,Processed,NetBanking
TXN101731,5815,2025-03-28,786.48,Completed,UPI
TXN101732,2072,2025-01-22,4557.52,Completed,Card
TXN101733,4225,2025-02-18,3978.03,Processed,NetBanking
TXN101734,2316,2025-06-05,2580.81,Processed,UPI
TXN101735,6699,2025-01-16,1858.51,Completed,Wallet
TXN101736,7807,2025-03-09,2268.42,Completed,NetBanking
TXN101737,7674,2025-06-13,4514.31,Completed,Wallet
TXN101738,4683,2025-01-22,963.99,Completed,Wallet
TXN101739,8227,2025-05-19,4043.58,Completed,Card
TXN101740,4273,2025-03-26,140.04,Completed,NetBanking
TXN101741,8000,2025-05-01,4606.83,Completed,UPI
TXN101742,1145,2025-03-21,2526.47,Completed,NetBanking
TXN101743,6010,2025-06-19,1172.40,Processed,NetBanking
TXN101744,4040,2025-02-24,64.14,Completed,Card
TXN101745,1482,2025-02-04,2819.76,Completed,Card
TXN101746,4179,2025-02-03,1260.21,Completed,UPI
TXN101747,2249,2025-03-14,3174.76,Completed,Card
TXN101748,1630,2025-03-18,1441.79,Completed,UPI
TXN101749,9853,2025-05-12,485.72,Completed,UPI
TXN101750,3852,2025-06-23,2550.01,Processed,UPI
TXN101751,1987,2025-05-05,2844.20,Pending,NetBanking
TXN101752,8622,2025-01-11,2290.32,Completed,Wallet
TXN101753,8327,2025-03-02,2317.28,Completed,Wallet
TXN101754,9841,2025-05-02,2968.77,Completed,Card
TXN101755,2100,2025-02-04,2655.45,Pending,NetBanking
TXN101756,7652,2025-03-10,706.21,Processed,NetBanking
TXN101757,9632,2025-02-26,1025.57,Completed,Wallet
TXN101758,8421,2025-05-19,751.87,Completed,Wallet
TXN101759,6016,2025-01-12,3481.81,Completed,NetBanking
TXN101760,1769,2025-05-05,2666.56,Completed,NetBanking
TXN101761,2343,2025-02-12,2177.78,Completed,NetBanking
TXN101762,5358,2025-05-27,4001.78,Completed,Card
TXN101763,7780,2025-03-18,1662.68,Completed,Wallet
TXN101764,7602,2025-03-09,2862.13,Completed,Card
TXN101765,3349,2025-02-28,418.32,Processed,UPI
TXN101766,6699,2025-01-02,3734.80,Completed,Wallet
TXN101767,2241,2025-05-16,3491.20,Completed,Card
TXN101768,2125,2025-05-30,4021.78,Completed,NetBanking
TXN101769,7764,2025-01-21,4428.16,Completed,Wallet
TXN101770,6101,2025-06-06,3802.24,Completed,NetBanking
TXN101771,8843,2025-04-11,4230.22,Processed,Wallet
TXN101772,1072,2025-03-27,1760.99,Completed,UPI
TXN101773,6472,2025-05-02,1749.52,Completed,Card
TXN101774,6189,2025-03-16,4724.29,Completed,Card
TXN101775,3472,2025-03-16,4577.14,Processed,UPI
TXN101776,1707,2025-03-24,2765.06,Completed,NetBanking
TXN101777,2804,2025-06-14,1864.47,Pending,NetBanking
TXN101778,7704,2025-03-19,4336.71,Completed,Wallet
TXN101779,4713,2025-06-06,1650.89,Processed,Wallet
TXN101780,6051,2025-06-14,810.49,Completed,Wallet
TXN101781,3475,2025-01-21,3215.49,Completed,Wallet
TXN101782,4610,2025-04-30,260.98,Completed,NetBanking
TXN101783,5255,2025-01-12,1926.55,Completed,NetBanking
TXN101784,8397,2025-06-25,4047.94,Completed,NetBanking
TXN101785,2735,2025-03-24,1511.32,Completed,Card
TXN101786,9258,2025-06-24,4660.01,Completed,UPI
TXN101787,8979,2025-04-23,4781.33,Processed,UPI
TXN101788,3428,2025-01-15,4088.29,Processed,Card
TXN101789,8426,2025-04-23,4938.83,Completed,Card
TXN101790,9533,2025-05-21,2677.28,Completed,Card
TXN101791,6249,2025-05-04,2867.54,Completed,NetBanking
TXN101792,6291,2025-05-21,4189.03,Completed,Wallet
TXN101793,3817,2025-04-25,2489.39,Completed,Wallet
TXN101794,4874,2025-05-27,2063.26,Completed,Wallet
TXN101795,5211,2025-02-01,3093.03,Processed,UPI
TXN101796,1661,2025-04-09,3305.41,Completed,Wallet
TXN101797,4374,2025-03-28,3766.93,Pending,Card
TXN101798,1207,2025-05-29,3357.59,Completed,Card
TXN101799,3665,2025-04-22,3741.32,Completed,UPI
TXN101800,3493,2025-05-22,3389.07,Completed,Card
TXN101801,7813,2025-01-24,2428.20,Completed,NetBanking
TXN101802,1632,2025-02-18,717.93,Processed,Card
TXN101803,4083,2025-02-01,3937.94,Processed,Card
TXN101804,4719,2025-03-16,202.36,Completed,Card
TXN101805,8123,2025-04-19,4962.88,Completed,UPI
TXN101806,2679,2025-01-11,4150.87,Completed,NetBanking
TXN101807,1236,2025-03-09,3371.01,Completed,Card
TXN101808,8446,2025-03-31,4834.70,Completed,NetBanking
TXN101809,5443,2025-04-20,3081.73,Pending,NetBanking
TXN101810,7770,2025-05-13,329.34,Completed,Wallet
TXN101811,7099,2025-06-13,2818.94,Completed,NetBanking
TXN101812,9555,2025-02-01,1422.16,Processed,NetBanking
TXN101813,3368,2025-03-12,1878.91,Completed,NetBanking
TXN101814,1285,2025-03-15,2324.95,Completed,UPI
TXN101815,1148,2025-05-18,3884.27,Processed,Wallet
TXN101816,5037,2025-04-09,2539.50,Completed,UPI
TXN101817,7549,2025-01-21,2399.67,Completed,NetBanking
TXN101818,8121,2025-02-09,1544.76,Completed,UPI
TXN101819,5895,2025-02-11,2722.37,Processed,Card
TXN101820,6280,2025-03-13,1279.53,Completed,UPI
TXN101821,2012,2025-02-15,1341.92,Completed,UPI
TXN101822,3785,2025-03-23,3798.43,Completed,UPI
TXN101823,4725,2025-03-14,1745.61,Completed,UPI
TXN101824,5576,2025-04-28,304.43,Pending,Card
TXN101825,6782,2025-02-10,1751.20,Completed,Card
TXN101826,7257,2025-04-04,3210.93,Completed,Wallet
TXN101827,3408,2025-05-12,4079.23,Completed,UPI
TXN101828,1340,2025-04-09,4811.59,Processed,UPI
TXN101829,3817,2025-05-22,3743.79,Completed,Wallet
TXN101830,3496,2025-05-22,2172.82,Completed,Wallet
TXN101831,6962,2025-02-22,1530.64,Completed,Wallet
TXN101832,6299,2025-05-08,691.67,Pending,Card
